date,avgtemp,evaporation,H,Q,rainfall
10/11/2014,20.4,0.6,578,3110,0.1
11/11/2014,21.1,0.2,554,2920,0.4
12/11/2014,20.6,1,549,2880,0.3
13/11/2014,21.2,2.1,548,2870,0
14/11/2014,21.4,2.1,534,2760,0
15/11/2014,21.3,0.8,520,2660,0
16/11/2014,20.5,0.6,501,2510,2.9
17/11/2014,20.4,1.1,482,2370,0
18/11/2014,19.8,1.4,488,2410,0
19/11/2014,18.6,1.2,486,2400,0
20/11/2014,19.9,1.4,462,2220,0
21/11/2014,22,1,450,2130,0
22/11/2014,23.7,2,419,1900,0
23/11/2014,24.3,2.2,395,1730,0
24/11/2014,24.5,1.8,373,1570,0
25/11/2014,24.5,1.4,370,1550,0
26/11/2014,25,1.8,383,1640,0
27/11/2014,25.5,2.1,385,1650,0
28/11/2014,26.2,2.2,379,1610,0
29/11/2014,26.7,3.1,382,1630,0
30/11/2014,25.4,1.6,359,1480,0
1/12/2014,21.7,1.4,318,1220,14.8
2/12/2014,17.8,1.4,302,1120,0
3/12/2014,17.7,0.8,332,1300,0
4/12/2014,18.5,1.7,356,1460,3.4
5/12/2014,17.3,1.7,356,1460,0
6/12/2014,16.9,1.3,359,1470,0
7/12/2014,16.3,0.7,349,1410,0
8/12/2014,18.7,1.2,331,1300,0
9/12/2014,18.9,2.4,345,1390,0
10/12/2014,18,0.9,343,1370,0.5
11/12/2014,17.5,2.3,346,1390,0
12/12/2014,15.2,1.2,343,1370,0.1
13/12/2014,15.8,2.2,333,1310,0
14/12/2014,16.2,2.3,322,1250,0
15/12/2014,17,1.5,320,1230,0
16/12/2014,17.5,2.1,357,1470,0
17/12/2014,14.9,3,354,1450,0
18/12/2014,13.6,2.4,338,1340,0
19/12/2014,15,2.8,332,1300,0
20/12/2014,14.9,2.3,329,1290,0
21/12/2014,15,1.8,325,1260,0
22/12/2014,14.3,2.4,314,1190,0
23/12/2014,14.8,1.9,317,1210,0
24/12/2014,16.3,1.9,305,1140,0
25/12/2014,19,1.9,291,1060,0
26/12/2014,18,0.8,277,973,0.4
27/12/2014,17.1,0.4,297,1090,1
28/12/2014,16.7,1.7,291,1050,0
29/12/2014,16.6,1.9,285,1020,0
30/12/2014,16,2.2,292,1060,0
31/12/2014,17.5,2,292,1060,0
1/1/2015,17.6,2.7,287,1150,0
2/1/2015,15.3,1.5,315,1220,0
3/1/2015,16.1,1.5,360,1510,0
4/1/2015,19.2,1.2,366,1550,0
5/1/2015,20.4,2.6,340,1370,0
6/1/2015,21.4,1.1,345,1410,1.6
7/1/2015,19.1,1.1,348,1430,0.1
8/1/2015,15.3,0.3,358,1500,0.8
9/1/2015,14.1,0.6,381,1660,6.3
10/1/2015,12.2,0.2,413,1890,20.4
11/1/2015,13,0.2,467,2310,15.8
12/1/2015,15.3,1.3,502,2610,0.7
13/1/2015,14.5,1.9,487,2470,0
14/1/2015,14.2,1.3,447,2150,0
15/1/2015,14.6,1.2,409,1860,0
16/1/2015,15.5,1.8,373,1600,0
17/1/2015,16.5,2,473,2370,0
18/1/2015,17,2.2,546,2980,0
19/1/2015,18,2.2,547,3000,0
20/1/2015,16.7,1.3,544,2970,0
21/1/2015,17.8,2,547,2990,0
22/1/2015,18.2,1.4,550,3020,0
23/1/2015,19,1.4,550,3020,0
24/1/2015,20.8,2.1,436,2070,0
25/1/2015,21.1,1.9,305,1160,0
26/1/2015,21.3,1.9,258,894,0
27/1/2015,21.4,1.6,241,811,0
28/1/2015,21.6,1.8,404,1850,0
29/1/2015,22.4,2.2,534,2880,0
30/1/2015,19.4,0.9,561,3120,0
31/1/2015,13.6,0.7,563,3140,0.5
1/2/2015,12.3,0.5,557,3080,4.2
2/2/2015,13.9,0.4,556,3070,0.4
3/2/2015,16.6,0.6,552,3040,0.1
4/2/2015,15.2,0.2,552,3040,7.2
5/2/2015,12.7,1.1,555,3060,1
6/2/2015,13.6,2.6,466,2310,0
7/2/2015,13.2,0.9,366,1550,0
8/2/2015,15.1,1.7,307,1170,1
9/2/2015,14.7,0.7,265,929,0
10/2/2015,15.9,1.2,270,955,0
11/2/2015,15.4,0.7,411,1900,4.4
12/2/2015,17.8,1.7,530,2840,0
13/2/2015,17.9,1.5,548,3000,0
14/2/2015,16.4,0.2,550,3020,4
15/2/2015,18.9,0.3,552,3040,0.8
16/2/2015,21.2,1.1,473,2380,0
17/2/2015,20.2,0.8,322,1270,0
18/2/2015,21.1,1.2,261,908,0
19/2/2015,21.9,1.5,277,996,0
20/2/2015,22.9,2.3,279,1010,0
21/2/2015,23.7,1.9,262,912,0
22/2/2015,23.6,1.5,245,826,0
23/2/2015,24.2,1.8,218,707,0
24/2/2015,24.2,1.9,200,629,0
25/2/2015,24.3,2.3,188,584,0
26/2/2015,24.2,2.3,184,571,0
27/2/2015,24.4,2,209,670,0
28/2/2015,25.5,2.4,246,835,0
1/3/2015,21.4,1.4,260,902,2.7
2/3/2015,19.4,1.1,250,851,0
3/3/2015,21.8,1.3,246,834,0
4/3/2015,19.5,1.6,237,791,0
5/3/2015,19.6,0.3,259,895,1.4
6/3/2015,19.3,0.3,267,939,3.3
7/3/2015,16.4,0.4,262,913,0.4
8/3/2015,18.5,0.2,245,829,1.4
9/3/2015,20.2,0.2,249,845,3.6
10/3/2015,19.8,0.2,256,880,2.2
11/3/2015,18.3,0.2,264,920,0.8
12/3/2015,16.1,1.1,272,964,1.6
13/3/2015,16.8,0.3,270,955,0.4
14/3/2015,19.6,0.5,281,1020,1.2
15/3/2015,22.2,0.7,282,1020,0.6
16/3/2015,24.7,1,264,921,0
17/3/2015,25.4,1.6,261,907,0
18/3/2015,26.3,2.4,272,966,0
19/3/2015,26.1,2,296,1110,0
20/3/2015,24.6,1.3,336,1350,0.1
21/3/2015,24.5,1.3,353,1470,0
22/3/2015,23.4,1.6,350,1440,0
23/3/2015,22.6,0.8,322,1270,1.9
24/3/2015,20.5,0.3,311,1190,20.4
25/3/2015,19.3,0.3,317,1230,7.5
26/3/2015,19.7,0.3,350,1440,3.2
27/3/2015,21.5,0.5,376,1620,0.4
28/3/2015,23.3,1.6,375,1620,0
29/3/2015,24.3,1.3,363,1530,0
30/3/2015,24.8,1.6,341,1380,0
31/3/2015,26.1,1.5,339,1370,0.3
1/4/2015,26.5,1.4,375,1620,0
2/4/2015,27.8,1.3,437,2070,0
3/4/2015,28,1.5,452,2190,0
4/4/2015,28,1.8,458,2230,0
5/4/2015,27.4,1.6,466,2290,0
6/4/2015,26.1,1.7,453,2190,0
7/4/2015,25.1,0.8,469,2320,21.9
8/4/2015,19.5,0.9,460,2250,1.1
9/4/2015,17.9,0.5,449,2160,0.2
10/4/2015,17.1,0.4,448,2160,10.2
11/4/2015,19.8,1.7,464,2290,0.1
12/4/2015,23.1,2.1,466,2300,0
13/4/2015,23.1,2.8,470,2330,0
14/4/2015,22.5,3.2,503,2610,0
15/4/2015,22.9,2.3,511,2680,0
16/4/2015,23.9,1.7,509,2670,0
17/4/2015,25.4,1.9,493,2530,0
18/4/2015,27.3,1.7,494,2530,0
19/4/2015,28.8,1.2,482,2440,0
20/4/2015,29.8,2,460,2250,0
21/4/2015,26.8,2.9,457,2220,0
22/4/2015,22.9,1.4,464,2280,0
23/4/2015,22,0.8,469,2320,0.2
24/4/2015,23.2,0.9,449,2170,0
25/4/2015,24.4,1.7,446,2140,0
26/4/2015,25.2,1.8,479,2410,0
27/4/2015,25.8,1.8,469,2330,0.2
28/4/2015,26.9,1.6,408,1860,0
29/4/2015,28.1,2.1,377,1630,0.2
30/4/2015,27.7,1.4,445,2140,0
1/5/2015,28.8,2,480,2410,0
2/5/2015,30.3,2.8,458,2230,0
3/5/2015,29.6,2.6,460,2250,0
4/5/2015,30.2,2.3,469,2320,0
5/5/2015,29.2,1.9,499,2580,0
6/5/2015,30.5,2.2,522,2770,0
7/5/2015,30.2,1.7,540,2930,0
8/5/2015,30.9,2.6,544,2970,0
9/5/2015,27.7,2.7,542,2950,16.2
10/5/2015,28.1,1.4,539,2920,0
11/5/2015,29.9,1.7,538,2910,0
12/5/2015,26.8,1.3,560,3110,0.8
13/5/2015,28,1.6,575,3250,0.1
14/5/2015,30,1.7,565,3160,0.2
15/5/2015,30.1,2.6,552,3040,1.6
16/5/2015,27.3,1.3,575,3250,35.2
17/5/2015,28.4,1.1,610,3600,0
18/5/2015,30.6,2.1,601,3510,0
19/5/2015,30.4,2.3,604,3540,0
20/5/2015,30.2,2.1,627,3770,1.7
21/5/2015,27.9,1.5,642,3920,34.3
22/5/2015,30.1,1.7,647,3970,4.5
23/5/2015,30,1.9,660,4100,1.8
24/5/2015,26.6,1,655,4050,60.4
25/5/2015,29.6,1.4,644,3940,0
26/5/2015,31.8,2.3,654,4040,0
27/5/2015,32.4,2.6,647,3970,0
28/5/2015,33.1,4.1,623,3730,0
29/5/2015,33.7,3.6,606,3560,0
30/5/2015,33.2,3.2,607,3570,0
31/5/2015,29.6,2.7,588,3380,0.4
1/6/2015,30.1,3.1,525,2800,11.1
2/6/2015,29.1,1,545,2980,35.6
3/6/2015,30,2.3,584,3340,21.3
4/6/2015,30.2,1.6,579,3290,0.3
5/6/2015,27.8,2,580,3300,27.4
6/6/2015,27.2,1.3,585,3350,8.5
7/6/2015,27.6,0.7,572,3230,3.9
8/6/2015,28.5,1.2,500,2590,0.4
9/6/2015,30,1.9,514,2700,0.1
10/6/2015,31.2,2.5,528,2830,0.1
11/6/2015,28.4,1.4,527,2820,16.1
12/6/2015,28.1,1,528,2820,13.5
13/6/2015,30.1,2.2,504,2620,0.5
14/6/2015,29.7,1.8,469,2330,0
15/6/2015,29,1.4,425,1980,45.8
16/6/2015,29.8,1.8,447,2150,1.4
17/6/2015,30.9,2.5,486,2470,0
18/6/2015,31.7,2.6,480,2410,0
19/6/2015,30.3,2,442,2120,18.5
20/6/2015,28.2,1.1,415,1910,0
21/6/2015,30.8,1.2,410,1870,0
22/6/2015,29.7,2.1,380,1650,7.3
23/6/2015,30.9,2.7,399,1790,0.5
24/6/2015,28.4,1.3,430,2020,17
25/6/2015,28.6,1.3,441,2110,108.7
26/6/2015,31.7,2.5,475,2370,0
27/6/2015,33.1,3.7,507,2640,0
28/6/2015,33.3,3.8,500,2590,0
29/6/2015,33.8,4.5,443,2120,0
30/6/2015,34.1,5.2,432,2030,0
1/7/2015,34.6,4.9,470,2330,0
2/7/2015,34.7,4.8,517,2730,0
3/7/2015,34.5,4.6,544,2970,0
4/7/2015,31.2,1.9,545,2970,40
5/7/2015,26.7,1.2,535,2890,11.5
6/7/2015,27.8,2.2,464,2280,0
7/7/2015,29.7,2.3,510,2670,0.1
8/7/2015,29.6,3.5,545,2980,0
9/7/2015,30.6,3,543,2960,0
10/7/2015,29.9,4.4,519,2750,0
11/7/2015,28.4,1.5,475,2370,1.1
12/7/2015,31,2.3,414,1900,0
13/7/2015,31.8,2.7,365,1550,0
14/7/2015,31.8,2.9,397,1780,0
15/7/2015,31.1,2.3,441,2100,0
16/7/2015,28.7,1.8,438,2080,13.3
17/7/2015,30.1,1.6,396,1770,0
18/7/2015,29.3,1.4,388,1700,0.5
19/7/2015,30,1.8,382,1670,0
20/7/2015,29.2,1.4,333,1330,4.5
21/7/2015,29,1.4,313,1210,0.8
22/7/2015,30.2,1.9,327,1300,0.4
23/7/2015,30.9,1.9,366,1550,0
24/7/2015,28,1.1,377,1630,6.3
25/7/2015,27.1,2,362,1530,31
26/7/2015,27.7,1.1,402,1810,2.8
27/7/2015,28.5,1.2,466,2300,0
28/7/2015,27.5,1.3,503,2610,3
29/7/2015,26.5,0.9,528,2820,3.8
30/7/2015,26.7,1.1,591,3410,1.5
31/7/2015,26.7,0.9,645,3950,12.5
1/8/2015,25.1,1.2,706,4590,45.1
2/8/2015,25,0.4,756,5160,29.9
3/8/2015,25.7,0.7,849,6320,1
4/8/2015,25.5,0.2,909,7140,57.4
5/8/2015,26.4,0.8,888,6840,0
6/8/2015,27.5,0.6,843,6240,34.2
7/8/2015,28.9,1.5,805,5760,0
8/8/2015,30.2,2.3,786,5530,0
9/8/2015,30.9,2.5,749,5080,0
10/8/2015,31.4,2.5,712,4650,0
11/8/2015,30.3,1.7,692,4430,0.2
12/8/2015,30,2.1,682,4330,0
13/8/2015,29.5,1.9,678,4290,0
14/8/2015,30.1,1.9,685,4360,0.1
15/8/2015,31.1,2.5,680,4310,0.1
16/8/2015,32.4,3.3,679,4300,0
17/8/2015,32.5,3.7,664,4140,0
18/8/2015,32.2,2.9,646,3960,0
19/8/2015,31.3,2.6,642,3920,0
20/8/2015,28.3,2.2,666,4170,18.6
21/8/2015,30.7,3.5,712,4650,0
22/8/2015,31.1,2.9,711,4650,0
23/8/2015,31.3,2.7,636,3860,0
24/8/2015,31.2,2,581,3310,0
25/8/2015,30.9,3.1,566,3170,0
26/8/2015,29.4,2.4,553,3050,0
27/8/2015,29.2,1.8,567,3180,0
28/8/2015,29.9,1.6,590,3400,0
29/8/2015,28.2,1.3,591,3410,1.2
30/8/2015,27.7,1.3,632,3820,19.4
31/8/2015,28.4,1.5,703,4560,0
1/9/2015,29.1,2.1,724,4780,0
2/9/2015,29,1.8,678,4300,0
3/9/2015,26.6,0.3,586,3360,18.7
4/9/2015,27.4,0.6,584,3340,6.4
5/9/2015,29.6,1.1,602,3520,3.4
6/9/2015,30.8,1.6,640,3900,0
7/9/2015,30,1,661,4110,0
8/9/2015,27,0.6,698,4500,55.5
9/9/2015,26.4,0.5,747,5060,6.9
10/9/2015,27.7,1.1,780,5450,0
11/9/2015,28.5,1.6,749,5070,0
12/9/2015,27.8,1.4,699,4520,4.4
13/9/2015,26,1.9,609,3590,0
14/9/2015,26.5,2,563,3140,0
15/9/2015,24.8,0.8,584,3340,1.8
16/9/2015,26.2,0.6,584,3340,2.7
17/9/2015,26.1,0.9,586,3360,30.5
18/9/2015,25.3,0.3,638,3890,118.9
19/9/2015,28.1,1.3,746,5040,0
20/9/2015,29.5,1.1,749,5080,0
21/9/2015,27,0.8,704,4560,7.7
22/9/2015,26.1,0.7,705,4570,0.3
23/9/2015,27.9,1.2,707,4590,0
24/9/2015,29.9,1.5,716,4700,2.2
25/9/2015,30.2,1.7,724,4790,0
26/9/2015,28.1,0.5,727,4820,20.2
27/9/2015,29.1,1.1,727,4820,0
28/9/2015,29.9,1.9,709,4610,0
29/9/2015,30.2,1.7,694,4450,0
30/9/2015,29.7,1.9,677,4280,1.6
1/10/2015,29.7,1.3,665,4160,0
2/10/2015,27.2,1.5,659,4090,14.6
3/10/2015,28.4,1.6,646,3960,0
4/10/2015,28.5,1.9,630,3800,0
5/10/2015,27.6,2.2,623,3730,0
6/10/2015,26.7,2.3,629,3790,0
7/10/2015,28.3,1.7,621,3710,0
8/10/2015,27.3,1.5,614,3640,0
9/10/2015,24.5,0.9,611,3610,1.5
10/10/2015,20.2,0.5,605,3550,24.5
11/10/2015,22.4,1.4,588,3380,2.5
12/10/2015,23.1,2.3,621,3710,0
13/10/2015,23.6,1.6,675,4260,0
14/10/2015,23.7,2.1,668,4190,0
15/10/2015,25.4,2.3,642,3920,0
16/10/2015,26.2,2.1,637,3870,0
17/10/2015,26.6,1.8,639,3900,0
18/10/2015,26.7,2.5,619,3780,0
19/10/2015,26.5,2.4,610,3720,0
20/10/2015,26.6,2.2,603,3680,0
21/10/2015,27.1,1.7,601,3660,0
22/10/2015,27.2,2.4,598,3640,0
23/10/2015,26.4,1.9,578,3510,0
24/10/2015,26.2,2.4,563,3410,0
25/10/2015,26.2,2.1,549,3320,0
26/10/2015,26.9,2.4,529,3190,0
27/10/2015,27.3,2,528,3180,0
28/10/2015,28,2.7,500,3010,0
29/10/2015,28.1,3.3,490,2940,0
30/10/2015,27.5,3.2,485,2910,0
31/10/2015,25.5,1.3,453,2640,10.6
1/11/2015,20.3,0.8,377,2040,3.1
2/11/2015,21.9,2.3,374,2000,0
3/11/2015,23.3,1.6,392,2150,0
4/11/2015,24.6,1.8,397,2190,0
5/11/2015,25.3,2.2,381,2060,0
6/11/2015,26.1,1.5,364,1930,0
7/11/2015,25.8,1.1,356,1870,1.6
8/11/2015,25.6,0.7,347,1800,2.9
9/11/2015,25.8,0.7,325,1640,84.8
10/11/2015,25.7,0.4,338,1740,6.9
11/11/2015,26.3,1.2,351,1830,18.4
12/11/2015,27,2,369,1970,31
13/11/2015,22.3,0.8,432,2480,3.1
14/11/2015,21.8,0.6,485,2910,0
15/11/2015,25.5,1.2,564,3620,0
16/11/2015,27.8,1.9,591,3860,0
17/11/2015,28.1,2.5,555,3540,0
18/11/2015,27.4,1.5,531,3320,0
19/11/2015,27.1,1.4,519,3210,0.4
20/11/2015,24.5,1.1,517,3200,55.2
21/11/2015,23.8,0.6,514,3170,0
22/11/2015,24.7,1.4,460,2700,0
23/11/2015,25.2,0.8,402,2230,0.2
24/11/2015,24.2,0.6,402,2230,2.7
25/11/2015,22.7,0.9,383,2080,4.3
26/11/2015,17.2,1,380,2060,4.4
27/11/2015,18.8,1.4,394,2170,0
28/11/2015,19.4,1,389,2130,0
29/11/2015,20.7,1,357,1880,0
30/11/2015,21.2,1.4,316,1580,0
1/12/2015,22.6,0.9,331,1690,0
2/12/2015,24.4,1.2,373,2010,0
3/12/2015,20.9,1.8,406,2270,1.1
4/12/2015,17,0.7,420,2380,10.1
5/12/2015,16.6,0.5,425,2420,17.6
6/12/2015,18,2,432,2470,0
7/12/2015,16.5,1.8,469,2770,0
8/12/2015,16.5,1.2,480,2860,1.1
9/12/2015,18.1,1.2,435,2490,0
10/12/2015,19,1.2,424,2410,0
11/12/2015,18.7,1,422,2400,1.7
12/12/2015,19.3,0.7,407,2280,0
13/12/2015,22.5,1.3,399,2210,0
14/12/2015,21.2,1.2,403,2240,0.2
15/12/2015,17.5,1.5,418,2360,0.1
16/12/2015,14.7,1.4,401,2230,1.7
17/12/2015,14.3,1.7,389,2130,0
18/12/2015,14.6,1.3,371,1990,0
19/12/2015,15.9,1.7,374,2010,0
20/12/2015,17.9,1.8,371,1990,0
21/12/2015,19.3,1.6,322,1630,0
22/12/2015,20.7,1.9,321,1620,0
23/12/2015,20.9,0.9,315,1580,0
24/12/2015,22.6,1.6,299,1470,0.1
25/12/2015,18.2,1.5,302,1480,8.6
26/12/2015,13.6,0.3,314,1570,15.3
27/12/2015,16.1,0.5,285,1370,0
28/12/2015,17.6,0.9,285,1370,0
29/12/2015,15.8,0.7,296,1440,3.5
30/12/2015,15.6,1,292,1420,0.7
31/12/2015,16.5,1,272,1290,0
1/1/2016,17.1,1.5,275,1250,0
2/1/2016,19,1.2,280,1290,0
3/1/2016,20.7,1,276,1260,0
4/1/2016,21.2,1.8,280,1280,0
5/1/2016,21.7,1.3,304,1450,0
6/1/2016,22.3,1.8,317,1540,0
7/1/2016,21.4,1.5,306,1460,0
8/1/2016,21.3,1.6,318,1540,0.1
9/1/2016,22.3,1.4,369,1910,0.3
10/1/2016,23.8,1.5,366,1890,0
11/1/2016,21.6,1.6,362,1860,0
12/1/2016,17.7,1.4,350,1770,0
13/1/2016,17.4,0.7,346,1740,0.5
14/1/2016,16.5,0.6,339,1690,10.2
15/1/2016,16.2,0.6,315,1530,10.1
16/1/2016,15.6,0.5,305,1450,0.6
17/1/2016,18.7,1.2,297,1400,0.1
18/1/2016,18,2.4,278,1280,0
19/1/2016,17.2,1.2,290,1350,0
20/1/2016,17,0.5,458,2600,0
21/1/2016,18.2,0.3,527,3180,0.8
22/1/2016,16.2,0.2,532,3220,3
23/1/2016,11.2,2.1,540,3290,2.8
24/1/2016,6.7,0.9,544,3320,13
25/1/2016,8.8,1.3,524,3150,2.7
26/1/2016,7.5,0.2,412,2230,33.6
27/1/2016,9.7,0.3,353,1800,14.6
28/1/2016,12.6,0.7,365,1880,15.1
29/1/2016,15.4,0.6,392,2080,0
30/1/2016,15.2,0.4,365,1880,2.5
31/1/2016,15.6,0.3,338,1690,0.6
1/2/2016,14.6,1.6,372,1930,1.4
2/2/2016,13.5,1.7,437,2430,0
3/2/2016,12.9,1.9,381,2000,0
4/2/2016,12.5,0.6,326,1600,2.9
5/2/2016,14,1,278,1270,0
6/2/2016,15.6,2.5,246,1070,0
7/2/2016,14.2,1.8,217,876,0
8/2/2016,14.5,2.1,223,920,0
9/2/2016,15,2.9,245,1060,0
10/2/2016,17.6,1.8,239,1020,0
11/2/2016,19.6,1.2,227,943,0
12/2/2016,21.8,1.8,215,865,0
13/2/2016,22.9,2.1,192,724,0
14/2/2016,23.3,2.4,294,1390,0
15/2/2016,15.5,2.8,470,2690,0
16/2/2016,13.8,2.7,520,3110,0
17/2/2016,15.1,1.6,537,3270,0
18/2/2016,16.1,1.7,548,3360,0
19/2/2016,16.2,1.1,541,3300,0
20/2/2016,17.9,2.4,474,2730,0
21/2/2016,18.3,3.5,389,2060,0
22/2/2016,18.2,1.9,335,1660,0
23/2/2016,16.4,1.3,311,1500,0.7
24/2/2016,14.4,1.2,296,1400,8
25/2/2016,13.7,1.5,272,1240,0
26/2/2016,13.2,1.2,293,1370,1.3
27/2/2016,14.5,1.7,290,1350,0
28/2/2016,17.6,3.2,288,1340,0
29/2/2016,18.4,3.5,287,1330,0
1/3/2016,18.3,3.5,273,1240,0
2/3/2016,19.7,2.8,258,1150,0
3/3/2016,20.1,1.6,267,1200,0
4/3/2016,19.9,1.3,288,1340,0
5/3/2016,19.8,0.5,294,1380,0
6/3/2016,21,0.8,308,1480,0.3
7/3/2016,21.3,1.1,268,1210,0
8/3/2016,22.8,0.7,219,892,0.3
9/3/2016,23,1,212,844,0.7
10/3/2016,21,2.2,199,771,1.1
11/3/2016,16.7,3.8,213,857,0
12/3/2016,15.3,2.6,254,1120,0
13/3/2016,16.3,1,321,1570,1.1
14/3/2016,18.7,2,322,1580,0
15/3/2016,18.1,2.2,319,1550,0
16/3/2016,18.6,1.1,332,1640,0.7
17/3/2016,20.1,0.8,352,1790,0.6
18/3/2016,22.5,1.4,386,2030,0.6
19/3/2016,22.5,0.7,411,2220,0.1
20/3/2016,24,1,414,2250,0
21/3/2016,23.1,0.2,431,2380,0.8
22/3/2016,23.4,1,439,2450,0.1
23/3/2016,23.9,0.5,427,2340,0
24/3/2016,18.7,1.7,459,2600,25.6
25/3/2016,18.4,1.9,445,2490,0.2
26/3/2016,17.9,2.4,447,2510,0
27/3/2016,18.4,1.2,448,2520,0
28/3/2016,18.5,1.3,399,2140,0
29/3/2016,18.7,1.2,419,2280,0
30/3/2016,18.8,0.7,451,2540,2
31/3/2016,20.6,0.9,474,2720,2.2
1/4/2016,22,0.7,482,2790,0
2/4/2016,22.4,0.3,483,2790,0.6
3/4/2016,23.8,1.4,477,2740,0
4/4/2016,25.2,1.3,458,2590,0
5/4/2016,24.4,1.4,460,2600,0
6/4/2016,24.8,0.7,496,2900,2.9
7/4/2016,25,1.5,509,3010,1.6
8/4/2016,24.9,1.3,506,2980,0
9/4/2016,25,2.2,498,2920,15.2
10/4/2016,26.2,1.5,492,2870,0
11/4/2016,26.4,2,487,2830,0
12/4/2016,26.9,2.9,495,2900,0
13/4/2016,26.5,1.5,503,2960,0
14/4/2016,27,1.6,490,2850,0.3
15/4/2016,27.6,1.5,483,2800,0
16/4/2016,27.1,1.3,488,2830,0
17/4/2016,26.7,1.4,476,2740,0
18/4/2016,22.2,1.9,439,2440,21.2
19/4/2016,23.2,1.8,428,2360,0
20/4/2016,24.2,1.1,438,2440,7.4
21/4/2016,24.9,1.1,453,2550,9.8
22/4/2016,22.7,0.6,472,2700,21.3
23/4/2016,24.2,1.7,530,3200,4.7
24/4/2016,25.6,2.1,591,3760,21.7
25/4/2016,26.1,2.3,532,3220,23.4
26/4/2016,27.6,2.2,502,2950,0
27/4/2016,26.9,1.6,503,2960,0.7
28/4/2016,27.6,2.8,483,2790,0
29/4/2016,26.2,1.9,440,2450,0
30/4/2016,26.2,1.8,418,2280,1.3
1/5/2016,26.9,1.9,381,2000,0
2/5/2016,28.4,2,377,1970,0
3/5/2016,28.6,2.1,390,2060,0
4/5/2016,28.2,2.4,429,2370,0
5/5/2016,29.3,2.5,420,2290,0
6/5/2016,30.1,3,425,2330,0
7/5/2016,29.5,2.9,445,2490,0
8/5/2016,28.5,2.2,442,2470,0
9/5/2016,28.9,2,434,2400,0
10/5/2016,28.3,2.4,449,2520,0
11/5/2016,28.3,3,449,2520,0
12/5/2016,27.4,1.8,444,2480,0.2
13/5/2016,27.4,2.1,460,2610,0.3
14/5/2016,28.1,3.6,469,2680,0
15/5/2016,27.4,2.6,469,2680,0
16/5/2016,26.3,5.2,462,2630,0
17/5/2016,26.2,4,476,2740,0
18/5/2016,27.2,3.1,503,2960,0
19/5/2016,28.8,2.6,503,2960,0
20/5/2016,29.8,3.5,501,2940,0
21/5/2016,28.4,2.4,508,3000,27
22/5/2016,26.9,1.8,508,3010,0.9
23/5/2016,27.8,1.5,475,2720,0
24/5/2016,26.2,0.9,506,2990,21.9
25/5/2016,26,0.9,619,4060,68.3
26/5/2016,28.6,1.4,705,4970,35.7
27/5/2016,28.7,1.4,741,5400,5.9
28/5/2016,27.9,1.6,762,5650,11.9
29/5/2016,28.7,1.4,746,5460,0.1
30/5/2016,27.6,1.4,705,4980,1.5
31/5/2016,29.7,3,688,4780,4.8
1/6/2016,31.5,3.4,665,4520,0.5
2/6/2016,33.2,5.2,660,4460,0
3/6/2016,34,5.7,642,4270,0
4/6/2016,31.1,3.2,625,4100,0
5/6/2016,30.4,3.9,614,3990,0
6/6/2016,30.1,2.9,544,3330,0
7/6/2016,29.3,2.7,572,3580,7.4
8/6/2016,28.4,2.1,582,3670,0.2
9/6/2016,29.9,2.7,584,3690,0
10/6/2016,30.4,2.8,603,3880,0
11/6/2016,32.6,4.6,619,4040,0
12/6/2016,33.3,6.6,626,4110,0
13/6/2016,33.3,6.4,617,4020,0
14/6/2016,34.3,7.5,615,4000,0
15/6/2016,34.2,7.7,602,3870,0
16/6/2016,27.6,2.4,588,3730,15.6
17/6/2016,29.2,2.5,576,3620,0
18/6/2016,29.2,2.1,595,3800,18.3
19/6/2016,29.4,2.6,585,3700,18.7
20/6/2016,31.1,3.3,555,3430,0
21/6/2016,31.1,4,564,3510,0
22/6/2016,30.8,4.2,634,4190,0
23/6/2016,29.5,3,637,4220,0
24/6/2016,30.6,3.9,636,4210,0
25/6/2016,29.6,3,632,4170,0
26/6/2016,31.4,3.5,622,4070,0
27/6/2016,30.3,2.4,599,3840,11.7
28/6/2016,31.5,3.6,606,3910,0
29/6/2016,29.5,2,585,3710,7.8
30/6/2016,28.3,1.4,539,3280,6.2
1/7/2016,29.4,1.7,530,3200,1.5
2/7/2016,28.6,1,560,3470,19.2
3/7/2016,29.7,1.8,623,4080,0.6
4/7/2016,30.7,3.3,597,3820,0
5/7/2016,27.9,1.1,588,3730,16
6/7/2016,26.2,0.7,575,3610,28
7/7/2016,27.9,1.4,564,3510,15.1
8/7/2016,29.6,2.1,641,4260,0
9/7/2016,31.6,2.4,661,4470,0
10/7/2016,32.8,3.4,606,3920,0
11/7/2016,32.9,3.5,564,3500,0
12/7/2016,28.2,1.2,599,3840,9.1
13/7/2016,29.1,1.8,591,3760,0
14/7/2016,29.2,1.1,592,3770,1
15/7/2016,29.5,1.3,602,3870,11.1
16/7/2016,30.7,2.2,636,4220,0.3
17/7/2016,30.8,2.6,661,4470,0.1
18/7/2016,32.4,3.1,612,3970,0
19/7/2016,30.1,3.2,603,3880,8.5
20/7/2016,30.5,1.7,593,3780,5.1
21/7/2016,29.9,1.9,591,3760,0
22/7/2016,29.3,1.9,568,3540,0
23/7/2016,28.5,2.8,526,3160,11
24/7/2016,29,1.7,518,3090,0.9
25/7/2016,31.4,2.5,453,2550,0
26/7/2016,32,2.4,497,2920,0
